# Lunar Core 2.4.0 Handbook
# Created 2024/07/31 19:31:06


# Commands
/account {create | delete} [username] (reserved player uid). 创建或删除帐户。
/avatar {cur | all | lineup} lv(level) p(ascension) e(eidolon) s(skill levels). 设置当前角色的属性
/clear {relics | lightcones | materials | items} lv(filter level). 从目标玩家的库存中移除过滤物品。
/energy. 补充当前阵容中的所有角色能量。
/gender {male | female}。设置玩家性别。
/give [item id] x(amount) lv(level) r(rank) p(promotion). 给予目标玩家一件物品。
/giveall {materials | avatars | lightcones | relics | usables} lv(level). 向目标玩家提供物品。
/heal. 治疗你的角色。
/help. 显示可用命令的列表。
/kick @[player id]. 将一名玩家踢出服务器。
/lineup [avatar ids]. 使用风险自负！使用指定的头像 ID 设置您当前的阵容。
/mail [content]. 向目标玩家发送系统邮件。
81010092 : [Level 34] 巡逻的机械
81010101 : [Level 35] 裂界造物
81010102 : [Level 35] 裂界造物
81010111 : [Level 37] 巡逻的机械
81010112 : [Level 37] 裂界造物
81010121 : [Level 37] 巡逻的机械
81010122 : [Level 37] 巡逻的机械
81010131 : [Level 37] 流浪者地痞
81010132 : [Level 37] 巡逻的机械
81010141 : [Level 37] 裂界造物
81010142 : [Level 37] 流浪者地痞
81010151 : [Level 38] 巡逻的机械
81010152 : [Level 38] 裂界造物
81011011 : [Level 34] 裂界造物
81011012 : [Level 34] 裂界造物
81011013 : [Level 34] 裂界造物
81011021 : [Level 37] 裂界造物
81011022 : [Level 37] 裂界造物
81011023 : [Level 37] 裂界造物
81011111 : [Level 34] 裂界造物
81011112 : [Level 34] 裂界造物
81011113 : [Level 34] 裂界造物
81011121 : [Level 37] 裂界造物
81011122 : [Level 37] 裂界造物
81011123 : [Level 37] 裂界造物
81020011 : [Level 41] 裂界造物
81020012 : [Level 41] 裂界造物
81020021 : [Level 41] 裂界造物
81020022 : [Level 41] 裂界造物
81020031 : [Level 41] 裂界造物
81020032 : [Level 41] 裂界造物
81020041 : [Level 41] 裂界造物
81020042 : [Level 41] 裂界造物
81020051 : [Level 42] 裂界造物
81020052 : [Level 42] 裂界造物
81020061 : [Level 44] 银鬃铁卫
81020062 : [Level 44] 银鬃铁卫
81020071 : [Level 44] 裂界造物
81020072 : [Level 44] 银鬃铁卫
81020081 : [Level 44] 裂界造物
81020082 : [Level 44] 裂界造物
81020091 : [Level 44] 裂界造物
81020092 : [Level 44] 裂界造物
81020101 : [Level 45] 银鬃铁卫
81020102 : [Level 45] 裂界造物
81020111 : [Level 47] 裂界造物
81020112 : [Level 47] 银鬃铁卫
81020121 : [Level 47] 银鬃铁卫
81020122 : [Level 47] 裂界造物
81020131 : [Level 47] 裂界造物
81020132 : [Level 47] 裂界造物
81020141 : [Level 47] 银鬃铁卫
81020142 : [Level 47] 银鬃铁卫
81020151 : [Level 48] 裂界造物
81020152 : [Level 48] 裂界造物
81021011 : [Level 44] 裂界造物
81021012 : [Level 44] 裂界造物
81021013 : [Level 44] 裂界造物
81021021 : [Level 47] 裂界造物
81021022 : [Level 47] 裂界造物
81021023 : [Level 47] 裂界造物
81021111 : [Level 44] 裂界造物
81021112 : [Level 44] 裂界造物
81021113 : [Level 44] 裂界造物
81021121 : [Level 47] 裂界造物
81021122 : [Level 47] 裂界造物
81021123 : [Level 47] 裂界造物
81030011 : [Level 51] 裂界造物
81030012 : [Level 51] 裂界造物
81030021 : [Level 51] 云骑巡防士卒
81030022 : [Level 51] 裂界造物
81030031 : [Level 51] 裂界造物
81030032 : [Level 51] 裂界造物
81030041 : [Level 51] 孽物军团
81030042 : [Level 51] 孽物军团
81030051 : [Level 52] 裂界造物
81030052 : [Level 52] 云骑巡防士卒
81030061 : [Level 54] 孽物军团
81030062 : [Level 54] 孽物军团
81030071 : [Level 54] 巡逻的机械
81030072 : [Level 54] 巡逻的机械
81030081 : [Level 54] 孽物军团
81030082 : [Level 54] 孽物军团
81030091 : [Level 54] 巡逻的机械
81030092 : [Level 54] 巡逻的机械
81030101 : [Level 55] 孽物军团
81030102 : [Level 55] 裂界造物
81030111 : [Level 57] 裂界造物
81030112 : [Level 57] 孽物军团
81030121 : [Level 57] 巡逻的机械
81030122 : [Level 57] 巡逻的机械
81030131 : [Level 57] 裂界造物
81030132 : [Level 57] 孽物军团
81030141 : [Level 57] 孽物军团
81030142 : [Level 57] 孽物军团
81030151 : [Level 58] 裂界造物
81030152 : [Level 58] 裂界造物
81031011 : [Level 54] 裂界造物
81031012 : [Level 54] 裂界造物
81031013 : [Level 54] 裂界造物
81031021 : [Level 57] 裂界造物
81031022 : [Level 57] 裂界造物
81031023 : [Level 57] 裂界造物
81031111 : [Level 54] 裂界造物
81031112 : [Level 54] 裂界造物
81031113 : [Level 54] 裂界造物
81031121 : [Level 57] 裂界造物
81031122 : [Level 57] 裂界造物
81031123 : [Level 57] 裂界造物
81040011 : [Level 51] 巡逻的机械
81040012 : [Level 51] 巡逻的机械
81040021 : [Level 51] 孽物军团
81040022 : [Level 51] 孽物军团
81040031 : [Level 51] 孽物军团
81040032 : [Level 51] 孽物军团
81040041 : [Level 51] 裂界造物
81040042 : [Level 51] 裂界造物
81040051 : [Level 52] 孽物军团
81040052 : [Level 52] 孽物军团
81040061 : [Level 54] 孽物军团
81040062 : [Level 54] 孽物军团
81040071 : [Level 54] 巡逻的机械
81040072 : [Level 54] 巡逻的机械
81040081 : [Level 54] 巡逻的机械
81040082 : [Level 54] 巡逻的机械
81040091 : [Level 54] 孽物军团
81040092 : [Level 54] 孽物军团
81040101 : [Level 55] 孽物军团
81040102 : [Level 55] 孽物军团
81040111 : [Level 57] 裂界造物
81040112 : [Level 57] 裂界造物
81040121 : [Level 57] 巡逻的机械
81040122 : [Level 57] 巡逻的机械
81040131 : [Level 57] 孽物军团
81040132 : [Level 57] 孽物军团
81040141 : [Level 57] 孽物军团
81040142 : [Level 57] 孽物军团
81040151 : [Level 58] 孽物军团
81040152 : [Level 58] 孽物军团
81041011 : [Level 54] 裂界造物
81041012 : [Level 54] 裂界造物
81041013 : [Level 54] 裂界造物
81041021 : [Level 57] 裂界造物
81041022 : [Level 57] 裂界造物
81041023 : [Level 57] 裂界造物
81041111 : [Level 54] 裂界造物
81041112 : [Level 54] 裂界造物
81041113 : [Level 54] 裂界造物
81041121 : [Level 57] 裂界造物
81041122 : [Level 57] 裂界造物
81041123 : [Level 57] 裂界造物
81050011 : [Level 57] 真蛰虫群
81050021 : [Level 57] 真蛰虫群
81050031 : [Level 57] 真蛰虫群
81050041 : [Level 57] 真蛰虫群
81060011 : [Level 54] 裂界造物
81060012 : [Level 54] 裂界造物
81060013 : [Level 54] 裂界造物
81060021 : [Level 57] 裂界造物
81060022 : [Level 57] 裂界造物
81060023 : [Level 57] 裂界造物
81060111 : [Level 54] 裂界造物
81060112 : [Level 54] 裂界造物
81060113 : [Level 54] 裂界造物
81060121 : [Level 57] 裂界造物
81060122 : [Level 57] 裂界造物
81060123 : [Level 57] 裂界造物
81100011 : [Level 44] 虚卒•践踏者
81100021 : [Level 44] 银鬃尉官
81100031 : [Level 44] 自动机兵•齿狼
81100041 : [Level 44] 自动机兵•灰熊
81100051 : [Level 44] 外宇宙之炎
81100061 : [Level 44] 外宇宙之冰
81100071 : [Level 44] 炽燃徘徊者
81100081 : [Level 44] 深寒徘徊者
81100091 : [Level 44] 守护者之影
81100101 : [Level 44] 蚕食者之影
81100111 : [Level 44] 兴风者
81100121 : [Level 44] 「药王秘传」炼形者
81100131 : [Level 44] 金人司阍
81100141 : [Level 44] 承露天人
81100151 : [Level 44] 丰饶灵兽•长右
81110011 : [Level 44] 虚卒•践踏者（错误）
81110021 : [Level 44] 银鬃尉官（错误）
81110031 : [Level 44] 自动机兵•齿狼（错误）
81110041 : [Level 44] 自动机兵•灰熊（错误）
81110051 : [Level 44] 外宇宙之炎（错误）
81110061 : [Level 44] 外宇宙之冰（错误）
81110071 : [Level 44] 炽燃徘徊者（错误）
81110081 : [Level 44] 深寒徘徊者（错误）
81110091 : [Level 44] 守护者之影（错误）
81110101 : [Level 44] 蚕食者之影（错误）
81110111 : [Level 44] 兴风者（错误）
81110121 : [Level 44] 「药王秘传」炼形者（错误）
81110131 : [Level 44] 金人司阍（错误）
81110141 : [Level 44] 承露天人（错误）
81110151 : [Level 44] 丰饶灵兽•长右（错误）
81120011 : [Level 44] 自动机兵•齿狼
81120012 : [Level 44] 炽燃徘徊者
81120021 : [Level 44] 自动机兵•灰熊
81120022 : [Level 44] 银鬃尉官
81120031 : [Level 44] 金人司阍
81120032 : [Level 44] 承露天人
81120111 : [Level 44] 自动机兵•齿狼
81120112 : [Level 44] 炽燃徘徊者
81120121 : [Level 44] 自动机兵•灰熊
81120122 : [Level 44] 银鬃尉官
81120131 : [Level 44] 金人司阍
81120132 : [Level 44] 承露天人
81130011 : [Level 44] 守护者之影
81130021 : [Level 44] 深寒徘徊者
81130031 : [Level 44] 金人司阍
81130041 : [Level 44] 丰饶灵兽•长右
81130051 : [Level 44] 「药王秘传」炼形者
81130061 : [Level 44] 虚卒•践踏者
81200011 : [Level 44] 虚卒•践踏者
81200021 : [Level 44] 银鬃尉官
81200031 : [Level 44] 自动机兵•齿狼
81200041 : [Level 44] 自动机兵•灰熊
81200051 : [Level 44] 外宇宙之炎
81200061 : [Level 44] 外宇宙之冰
81200071 : [Level 44] 炽燃徘徊者
81200081 : [Level 44] 深寒徘徊者
81200091 : [Level 44] 守护者之影
81200101 : [Level 44] 蚕食者之影
81200111 : [Level 44] 兴风者
81200121 : [Level 44] 「药王秘传」炼形者
81200131 : [Level 44] 金人司阍
81200141 : [Level 44] 承露天人
81200151 : [Level 44] 丰饶灵兽•长右
81210011 : [Level 44] 虚卒•践踏者（错误）
81210021 : [Level 44] 银鬃尉官（错误）
81210031 : [Level 44] 自动机兵•齿狼（错误）
81210041 : [Level 44] 自动机兵•灰熊（错误）
81210051 : [Level 44] 外宇宙之炎（错误）
81210061 : [Level 44] 外宇宙之冰（错误）
81210071 : [Level 44] 炽燃徘徊者（错误）
81210081 : [Level 44] 深寒徘徊者（错误）
81210091 : [Level 44] 守护者之影（错误）
81210101 : [Level 44] 蚕食者之影（错误）
81210111 : [Level 44] 兴风者（错误）
81210121 : [Level 44] 「药王秘传」炼形者（错误）
81210131 : [Level 44] 金人司阍（错误）
81210141 : [Level 44] 承露天人（错误）
81210151 : [Level 44] 丰饶灵兽•长右（错误）
81220011 : [Level 44] 杰帕德（完整）
81220021 : [Level 44] 史瓦罗（完整）
81220031 : [Level 44] 「星核猎手」卡芙卡（完整）
81220041 : [Level 44] 可可利亚（完整）
81220051 : [Level 44] 丰饶玄鹿（完整）
81230011 : [Level 44] 虫群•真蛰虫（完整）
81310011 : [Level 48] 外宇宙之冰
81310012 : [Level 48] 外宇宙之炎
81310013 : [Level 48] 外宇宙之冰
81310021 : [Level 48] 自动机兵•齿狼
81310022 : [Level 48] 自动机兵•灰熊
81310023 : [Level 48] 自动机兵•齿狼
81310031 : [Level 48] 守护者之影
81310032 : [Level 48] 蚕食者之影
81310033 : [Level 48] 守护者之影
81311011 : [Level 48] 虚卒•践踏者
81311021 : [Level 48] 炽燃徘徊者
81311031 : [Level 48] 深寒徘徊者
81311041 : [Level 48] 金人司阍
81311051 : [Level 48] 虚卒•践踏者
81311061 : [Level 48] 炽燃徘徊者
81311071 : [Level 48] 深寒徘徊者
81311081 : [Level 48] 金人司阍
81312011 : [Level 48] 裂界造物
81312012 : [Level 48] 裂界造物
81312013 : [Level 48] 裂界造物
81312021 : [Level 48] 虚卒•践踏者
81312022 : [Level 48] 炽燃徘徊者
81312023 : [Level 48] 「药王秘传」炼形者
81312031 : [Level 48] 反物质军团
81312032 : [Level 48] 银鬃铁卫
81312033 : [Level 48] 巡逻的机械
81320011 : [Level 48] 银鬃尉官
81320012 : [Level 48] 金人司阍
81320013 : [Level 48] 「药王秘传」炼形者
81320021 : [Level 48] 「药王秘传」炼形者（错误）
81320022 : [Level 48] 兴风者（错误）
81320023 : [Level 48] 守护者之影（错误）
81321011 : [Level 48] 自动机兵•灰熊
81321012 : [Level 48] 自动机兵•齿狼
81321013 : [Level 48] 外宇宙之冰
81321014 : [Level 48] 外宇宙之炎
81321021 : [Level 48] 深寒徘徊者（错误）
81321022 : [Level 48] 炽燃徘徊者（错误）
81321031 : [Level 48] 深寒徘徊者（错误）
81322011 : [Level 48] 史瓦罗
81322021 : [Level 48] 银鬃铁卫
81323011 : [Level 48] 真蛰虫群
81323021 : [Level 48] 真蛰虫群
81323022 : [Level 48] 真蛰虫群
81323023 : [Level 48] 真蛰虫群
81323024 : [Level 48] 自动机兵•灰熊
81323031 : [Level 48] 真蛰虫群
81323032 : [Level 48] 银鬃铁卫
81323033 : [Level 48] 银鬃尉官
81323034 : [Level 48] 银鬃尉官
81323041 : [Level 48] 真蛰虫群
81323042 : [Level 48] 真蛰虫群
81324011 : [Level 48] 虚卒•践踏者
81324012 : [Level 48] 金人司阍
81324013 : [Level 48] 守护者之影
81325011 : [Level 48] 真蛰虫群
81326011 : [Level 48] 裂界造物
81326021 : [Level 48] 裂界造物
81327011 : [Level 48] 金人司阍
81327012 : [Level 48] 蚕食者之影
81328011 : [Level 48] 承露天人
81329011 : [Level 48] 虚卒•践踏者
81329012 : [Level 48] 炽燃徘徊者
81329013 : [Level 48] 「药王秘传」炼形者
81330011 : [Level 48] 反物质军团
81330012 : [Level 48] 银鬃铁卫
81330013 : [Level 48] 巡逻的机械
81331011 : [Level 48] 外宇宙之冰（错误）
81331012 : [Level 48] 外宇宙之炎（错误）
81331013 : [Level 48] 自动机兵•齿狼（错误）
81331014 : [Level 48] 自动机兵•灰熊（错误）
81331015 : [Level 48] 守护者之影（错误）
81331016 : [Level 48] 蚕食者之影（错误）
81332011 : [Level 48] 金人司阍
81332012 : [Level 48] 丰饶灵兽•长右
81333011 : [Level 48] 云骑巡防士卒
81333012 : [Level 48] 银鬃铁卫
81334011 : [Level 48] 外宇宙之炎
81334021 : [Level 48] 外宇宙之冰
81334031 : [Level 48] 深寒徘徊者
81334041 : [Level 48] 自动机兵•灰熊
81334051 : [Level 48] 兴风者
81334061 : [Level 48] 自动机兵•齿狼
81334071 : [Level 48] 守护者之影
81334081 : [Level 48] 金人司阍
81334091 : [Level 48] 银鬃尉官
81334101 : [Level 48] 炽燃徘徊者
81334111 : [Level 48] 「药王秘传」炼形者
81335011 : [Level 48] 守护者之影（错误）
81335012 : [Level 48] 蚕食者之影（错误）
81335013 : [Level 48] 承露天人（错误）
81336011 : [Level 48] 银鬃铁卫
82000011 : [Level 21] 反物质军团
82000012 : [Level 21] 反物质军团
82000021 : [Level 21] 反物质军团
82000022 : [Level 21] 反物质军团
82000031 : [Level 21] 反物质军团
82000032 : [Level 21] 反物质军团
82000041 : [Level 21] 反物质军团
82000042 : [Level 21] 反物质军团
82000051 : [Level 22] 反物质军团
82000052 : [Level 22] 反物质军团
82000061 : [Level 24] 反物质军团
82000062 : [Level 24] 裂界造物
82000071 : [Level 24] 反物质军团
82000072 : [Level 24] 反物质军团
82000081 : [Level 24] 裂界造物
82000082 : [Level 24] 反物质军团
82000091 : [Level 24] 反物质军团
82000092 : [Level 24] 反物质军团
82000101 : [Level 25] 反物质军团
82000102 : [Level 25] 裂界造物
82000111 : [Level 27] 裂界造物
82000112 : [Level 27] 反物质军团
82000121 : [Level 27] 反物质军团
82000122 : [Level 27] 裂界造物
82000131 : [Level 27] 反物质军团
82000132 : [Level 27] 反物质军团
82000141 : [Level 27] 反物质军团
82000142 : [Level 27] 反物质军团
82000151 : [Level 28] 反物质军团
82000152 : [Level 28] 反物质军团
82001011 : [Level 24] 裂界造物
82001012 : [Level 24] 裂界造物
82001013 : [Level 24] 裂界造物
82001021 : [Level 27] 裂界造物
82001022 : [Level 27] 裂界造物
82001023 : [Level 27] 裂界造物
82001111 : [Level 24] 裂界造物
82001112 : [Level 24] 裂界造物
82001113 : [Level 24] 裂界造物
82001121 : [Level 27] 裂界造物
82001122 : [Level 27] 裂界造物
82001123 : [Level 27] 裂界造物
82010011 : [Level 31] 裂界造物
82010012 : [Level 31] 裂界造物
82010021 : [Level 31] 巡逻的机械
82010022 : [Level 31] 巡逻的机械
82010031 : [Level 31] 裂界造物
82010032 : [Level 31] 裂界造物
82010041 : [Level 31] 巡逻的机械
82010042 : [Level 31] 流浪者地痞
82010051 : [Level 32] 巡逻的机械
82010052 : [Level 32] 裂界造物
82010061 : [Level 34] 裂界造物
82010062 : [Level 34] 巡逻的机械
82010071 : [Level 34] 巡逻的机械
82010072 : [Level 34] 巡逻的机械
82010081 : [Level 34] 流浪者地痞
82010082 : [Level 34] 巡逻的机械
82010091 : [Level 34] 流浪者地痞
82010092 : [Level 34] 巡逻的机械
82010101 : [Level 35] 裂界造物
82010102 : [Level 35] 裂界造物
82010111 : [Level 37] 巡逻的机械
82010112 : [Level 37] 裂界造物
82010121 : [Level 37] 巡逻的机械
82010122 : [Level 37] 巡逻的机械
82010131 : [Level 37] 流浪者地痞
82010132 : [Level 37] 巡逻的机械
82010141 : [Level 37] 裂界造物
82010142 : [Level 37] 流浪者地痞
82010151 : [Level 38] 巡逻的机械
82010152 : [Level 38] 裂界造物
82011011 : [Level 34] 裂界造物
82011012 : [Level 34] 裂界造物
82011013 : [Level 34] 裂界造物
82011021 : [Level 37] 裂界造物
82011022 : [Level 37] 裂界造物
82011023 : [Level 37] 裂界造物
82011111 : [Level 34] 裂界造物
82011112 : [Level 34] 裂界造物
82011113 : [Level 34] 裂界造物
82011121 : [Level 37] 裂界造物
82011122 : [Level 37] 裂界造物
82011123 : [Level 37] 裂界造物
82020011 : [Level 41] 裂界造物
82020012 : [Level 41] 裂界造物
82020021 : [Level 41] 裂界造物
82020022 : [Level 41] 裂界造物
82020031 : [Level 41] 裂界造物
82020032 : [Level 41] 裂界造物
82020041 : [Level 41] 裂界造物
82020042 : [Level 41] 裂界造物
82020051 : [Level 42] 裂界造物
82020052 : [Level 42] 裂界造物
82020061 : [Level 44] 银鬃铁卫
82020062 : [Level 44] 银鬃铁卫
82020071 : [Level 44] 裂界造物
82020072 : [Level 44] 银鬃铁卫
82020081 : [Level 44] 裂界造物
82020082 : [Level 44] 裂界造物
82020091 : [Level 44] 裂界造物
82020092 : [Level 44] 裂界造物
82020101 : [Level 45] 银鬃铁卫
82020102 : [Level 45] 裂界造物
82020111 : [Level 47] 裂界造物
82020112 : [Level 47] 银鬃铁卫
82020121 : [Level 47] 银鬃铁卫
82020122 : [Level 47] 裂界造物
82020131 : [Level 47] 裂界造物
82020132 : [Level 47] 裂界造物
82020141 : [Level 47] 银鬃铁卫
82020142 : [Level 47] 银鬃铁卫
82020151 : [Level 48] 裂界造物
82020152 : [Level 48] 裂界造物
82021011 : [Level 44] 裂界造物
82021012 : [Level 44] 裂界造物
82021013 : [Level 44] 裂界造物
82021021 : [Level 47] 裂界造物
82021022 : [Level 47] 裂界造物
82021023 : [Level 47] 裂界造物
82021111 : [Level 44] 裂界造物
82021112 : [Level 44] 裂界造物
82021113 : [Level 44] 裂界造物
82021121 : [Level 47] 裂界造物
82021122 : [Level 47] 裂界造物
82021123 : [Level 47] 裂界造物
82030011 : [Level 51] 裂界造物
82030012 : [Level 51] 裂界造物
82030021 : [Level 51] 云骑巡防士卒
82030022 : [Level 51] 裂界造物
82030031 : [Level 51] 裂界造物
82030032 : [Level 51] 裂界造物
82030041 : [Level 51] 孽物军团
82030042 : [Level 51] 孽物军团
82030051 : [Level 52] 裂界造物
82030052 : [Level 52] 云骑巡防士卒
82030061 : [Level 54] 孽物军团
82030062 : [Level 54] 孽物军团
82030071 : [Level 54] 巡逻的机械
82030072 : [Level 54] 巡逻的机械
82030081 : [Level 54] 孽物军团
82030082 : [Level 54] 孽物军团
82030091 : [Level 54] 巡逻的机械
82030092 : [Level 54] 巡逻的机械
82030101 : [Level 55] 孽物军团
82030102 : [Level 55] 裂界造物
82030111 : [Level 57] 裂界造物
82030112 : [Level 57] 孽物军团
82030121 : [Level 57] 巡逻的机械
82030122 : [Level 57] 巡逻的机械
82030131 : [Level 57] 裂界造物
82030132 : [Level 57] 孽物军团
82030141 : [Level 57] 孽物军团
82030142 : [Level 57] 孽物军团
82030151 : [Level 58] 裂界造物
82030152 : [Level 58] 裂界造物
82031011 : [Level 54] 裂界造物
82031012 : [Level 54] 裂界造物
82031013 : [Level 54] 裂界造物
82031021 : [Level 57] 裂界造物
82031022 : [Level 57] 裂界造物
82031023 : [Level 57] 裂界造物
82031111 : [Level 54] 裂界造物
82031112 : [Level 54] 裂界造物
82031113 : [Level 54] 裂界造物
82031121 : [Level 57] 裂界造物
82031122 : [Level 57] 裂界造物
82031123 : [Level 57] 裂界造物
82040011 : [Level 51] 巡逻的机械
82040012 : [Level 51] 巡逻的机械
82040021 : [Level 51] 孽物军团
82040022 : [Level 51] 孽物军团
82040031 : [Level 51] 孽物军团
82040032 : [Level 51] 孽物军团
82040041 : [Level 51] 裂界造物
82040042 : [Level 51] 裂界造物
82040051 : [Level 52] 孽物军团
82040052 : [Level 52] 孽物军团
82040061 : [Level 54] 孽物军团
82040062 : [Level 54] 孽物军团
82040071 : [Level 54] 巡逻的机械
82040072 : [Level 54] 巡逻的机械
82040081 : [Level 54] 巡逻的机械
82040082 : [Level 54] 巡逻的机械
82040091 : [Level 54] 孽物军团
82040092 : [Level 54] 孽物军团
82040101 : [Level 55] 孽物军团
82040102 : [Level 55] 孽物军团
82040111 : [Level 57] 裂界造物
82040112 : [Level 57] 裂界造物
82040121 : [Level 57] 巡逻的机械
82040122 : [Level 57] 巡逻的机械
82040131 : [Level 57] 孽物军团
82040132 : [Level 57] 孽物军团
82040141 : [Level 57] 孽物军团
82040142 : [Level 57] 孽物军团
82040151 : [Level 58] 孽物军团
82040152 : [Level 58] 孽物军团
82041011 : [Level 54] 裂界造物
82041012 : [Level 54] 裂界造物
82041013 : [Level 54] 裂界造物
82041021 : [Level 57] 裂界造物
82041022 : [Level 57] 裂界造物
82041023 : [Level 57] 裂界造物
82041111 : [Level 54] 裂界造物
82041112 : [Level 54] 裂界造物
82041113 : [Level 54] 裂界造物
82041121 : [Level 57] 裂界造物
82041122 : [Level 57] 裂界造物
82041123 : [Level 57] 裂界造物
82050011 : [Level 51] 孽物军团
82050012 : [Level 51] 幽府武弁
82050021 : [Level 51] 公司雇员
82050022 : [Level 51] 公司雇员
82050031 : [Level 51] 孽物军团
82050032 : [Level 51] 孽物军团
82050041 : [Level 51] 幽府武弁
82050042 : [Level 51] 公司雇员
82050051 : [Level 52] 孽物军团
82050052 : [Level 52] 孽物军团
82050061 : [Level 54] 孽物军团
82050062 : [Level 54] 孽物军团
82050071 : [Level 54] 孽物军团
82050072 : [Level 54] 幽府武弁
82050081 : [Level 54] 公司雇员
82050082 : [Level 54] 公司雇员
82050091 : [Level 54] 孽物军团
82050092 : [Level 54] 孽物军团
82050101 : [Level 55] 孽物军团
82050102 : [Level 55] 孽物军团
82050111 : [Level 57] 裂界造物
82050112 : [Level 57] 裂界造物
82050121 : [Level 57] 公司雇员
82050122 : [Level 57] 公司雇员
82050131 : [Level 57] 孽物军团
82050132 : [Level 57] 孽物军团
82050141 : [Level 57] 公司雇员
82050142 : [Level 57] 幽府武弁
82050151 : [Level 58] 孽物军团
82050152 : [Level 58] 孽物军团
82051011 : [Level 54] 裂界造物
82051012 : [Level 54] 裂界造物
82051013 : [Level 54] 裂界造物
82051021 : [Level 57] 裂界造物
82051022 : [Level 57] 裂界造物
82051023 : [Level 57] 裂界造物
82051111 : [Level 54] 裂界造物
82051112 : [Level 54] 裂界造物
82051113 : [Level 54] 裂界造物
82051121 : [Level 57] 裂界造物
82051122 : [Level 57] 裂界造物
82051123 : [Level 57] 裂界造物
82060011 : [Level 57] 真蛰虫群
82060021 : [Level 57] 真蛰虫群
82060031 : [Level 57] 真蛰虫群
82060041 : [Level 57] 真蛰虫群
82060051 : [Level 57] 真蛰虫群
82061011 : [Level 54] 裂界造物
82061012 : [Level 54] 裂界造物
82061013 : [Level 54] 裂界造物
82061021 : [Level 57] 裂界造物
82061022 : [Level 57] 裂界造物
82061023 : [Level 57] 裂界造物
82062011 : [Level 54] 裂界造物
82062012 : [Level 54] 裂界造物
82062013 : [Level 54] 裂界造物
82062021 : [Level 57] 裂界造物
82062022 : [Level 57] 裂界造物
82062023 : [Level 57] 裂界造物
82100011 : [Level 44] 虚卒•践踏者
82100021 : [Level 44] 银鬃尉官
82100031 : [Level 44] 自动机兵•齿狼
82100041 : [Level 44] 自动机兵•灰熊
82100051 : [Level 44] 外宇宙之炎
82100061 : [Level 44] 外宇宙之冰
82100071 : [Level 44] 炽燃徘徊者
82100081 : [Level 44] 深寒徘徊者
82100091 : [Level 44] 守护者之影
82100101 : [Level 44] 蚕食者之影
82100111 : [Level 44] 兴风者
82100121 : [Level 44] 「药王秘传」炼形者
82100131 : [Level 44] 金人司阍
82100141 : [Level 44] 承露天人
82100151 : [Level 44] 丰饶灵兽•长右
82100161 : [Level 44] 资深员工•组长
82100171 : [Level 44] 金人勾魂使
82110011 : [Level 44] 虚卒•践踏者（错误）
82110021 : [Level 44] 银鬃尉官（错误）
82110031 : [Level 44] 自动机兵•齿狼（错误）
82110041 : [Level 44] 自动机兵•灰熊（错误）
82110051 : [Level 44] 外宇宙之炎（错误）
82110061 : [Level 44] 外宇宙之冰（错误）
82110071 : [Level 44] 炽燃徘徊者（错误）
82110081 : [Level 44] 深寒徘徊者（错误）
82110091 : [Level 44] 守护者之影（错误）
82110101 : [Level 44] 蚕食者之影（错误）
82110111 : [Level 44] 兴风者（错误）
82110121 : [Level 44] 「药王秘传」炼形者（错误）
82110131 : [Level 44] 金人司阍（错误）
82110141 : [Level 44] 承露天人（错误）
82110151 : [Level 44] 丰饶灵兽•长右（错误）
82110161 : [Level 44] 资深员工•组长（错误）
82110171 : [Level 44] 金人勾魂使（错误）
82120011 : [Level 44] 自动机兵•齿狼
82120012 : [Level 44] 炽燃徘徊者
82120021 : [Level 44] 自动机兵•灰熊
82120022 : [Level 44] 银鬃尉官
82120031 : [Level 44] 金人司阍
82120032 : [Level 44] 承露天人
82120111 : [Level 44] 自动机兵•齿狼
82120112 : [Level 44] 炽燃徘徊者
82120121 : [Level 44] 自动机兵•灰熊
82120122 : [Level 44] 银鬃尉官
82120131 : [Level 44] 金人司阍
82120132 : [Level 44] 承露天人
82130011 : [Level 44] 守护者之影
82130021 : [Level 44] 深寒徘徊者
82130031 : [Level 44] 金人司阍
82130041 : [Level 44] 丰饶灵兽•长右
82130051 : [Level 44] 「药王秘传」炼形者
82130061 : [Level 44] 虚卒•践踏者
82130071 : [Level 44] 资深员工•组长
82130081 : [Level 44] 金人勾魂使
82200011 : [Level 44] 虚卒•践踏者
82200021 : [Level 44] 银鬃尉官
82200031 : [Level 44] 自动机兵•齿狼
82200041 : [Level 44] 自动机兵•灰熊
82200051 : [Level 44] 外宇宙之炎
82200061 : [Level 44] 外宇宙之冰
82200071 : [Level 44] 炽燃徘徊者
82200081 : [Level 44] 深寒徘徊者
82200091 : [Level 44] 守护者之影
82200101 : [Level 44] 蚕食者之影
82200111 : [Level 44] 兴风者
82200121 : [Level 44] 「药王秘传」炼形者
82200131 : [Level 44] 金人司阍
82200141 : [Level 44] 承露天人
82200151 : [Level 44] 丰饶灵兽•长右
82200161 : [Level 44] 资深员工•组长
82200171 : [Level 44] 金人勾魂使
82200211 : [Level 44] 丰饶灵兽•长右
82210011 : [Level 44] 虚卒•践踏者（错误）
82210021 : [Level 44] 银鬃尉官（错误）
82210031 : [Level 44] 自动机兵•齿狼（错误）
82210041 : [Level 44] 自动机兵•灰熊（错误）
82210051 : [Level 44] 外宇宙之炎（错误）
82210061 : [Level 44] 外宇宙之冰（错误）
